ulpin,snapshot_date,risk_score,compensation_disbursed_pct,rehab_progress_pct,days_in_current_stage
22-018-014-243421,2024-04-14,0.149,91.1,30.2,64
22-018-014-243421,2024-05-14,0.2039,92.4,31.3,94
23-004-019-012227,2025-01-08,0.4994,54.4,55.4,1
23-004-019-012227,2025-02-07,0.4527,55.8,56.5,1
23-004-019-012227,2025-03-09,0.3915,57.1,57.5,1
23-004-019-012227,2025-04-08,0.3668,58.4,58.6,1
23-004-019-012227,2025-05-08,0.3579,59.8,59.6,22
36-011-016-832685,2020-10-19,0.01,77.1,35.0,159
36-011-016-832685,2020-11-18,0.0704,78.5,36.1,189
36-011-016-832685,2020-12-18,0.1241,79.8,37.1,219
36-011-016-832685,2021-01-17,0.1568,81.2,38.2,249
36-011-016-832685,2021-02-16,0.237,82.5,39.2,279
22-009-004-262101,2023-02-10,0.3661,81.8,15.5,1
22-009-004-262101,2023-03-12,0.3448,83.2,16.5,1
22-009-004-262101,2023-04-11,0.3025,84.5,17.6,1
22-009-004-262101,2023-05-11,0.2887,85.9,18.6,1
22-009-004-262101,2023-06-10,0.2524,87.2,19.7,9
27-013-010-520668,2024-09-16,0.096,32.9,51.7,1
27-013-010-520668,2024-10-16,0.1723,34.2,52.8,28
27-013-010-520668,2024-11-15,0.307,35.6,53.8,58
27-013-010-520668,2024-12-15,0.3842,36.9,54.9,88
27-013-010-520668,2025-01-14,0.4603,38.3,55.9,118
29-018-001-407034,2026-05-01,0.2752,58.4,3.7,46
29-018-001-407034,2026-05-31,0.2944,59.8,4.8,76
29-018-001-407034,2026-06-30,0.3044,61.1,5.8,106
29-018-001-407034,2026-07-30,0.3529,62.4,6.9,136
29-018-001-407034,2026-08-29,0.3643,63.8,7.9,166
27-025-006-340067,2023-07-16,0.4563,83.9,61.9,221
27-025-006-340067,2023-08-15,0.4484,85.2,62.9,251
27-025-006-340067,2023-09-14,0.5078,86.6,64.0,281
27-025-006-340067,2023-10-14,0.5097,88.0,65.0,311
27-025-006-340067,2023-11-13,0.5105,89.3,66.1,341
22-018-005-566774,2025-04-03,0.01,67.2,58.6,210
22-018-005-566774,2025-05-03,0.1359,68.5,59.6,240
22-018-005-566774,2025-06-02,0.2503,69.9,60.7,270
22-018-005-566774,2025-07-02,0.3742,71.2,61.8,300
22-018-005-566774,2025-08-01,0.4803,72.6,62.8,330
23-028-009-350448,2023-07-11,0.4399,69.6,31.5,1
23-028-009-350448,2023-08-10,0.4579,71.0,32.6,1
23-028-009-350448,2023-09-09,0.4261,72.3,33.6,1
23-028-009-350448,2023-10-09,0.4234,73.7,34.7,1
23-028-009-350448,2023-11-08,0.4,75.0,35.7,3
21-005-017-162591,2024-06-20,0.2372,66.8,29.9,1
21-005-017-162591,2024-07-20,0.2666,68.2,31.0,30
21-005-017-162591,2024-08-19,0.2478,69.5,32.0,60
21-005-017-162591,2024-09-18,0.2985,70.9,33.1,90
21-005-017-162591,2024-10-18,0.3576,72.2,34.1,120
36-027-012-002012,2022-07-18,0.1978,52.7,29.3,47
36-027-012-002012,2022-08-17,0.1976,54.1,30.4,77
36-027-012-002012,2022-09-16,0.263,55.4,31.4,107
36-027-012-002012,2022-10-16,0.2648,56.8,32.5,137
36-027-012-002012,2022-11-15,0.3245,58.1,33.5,167
27-013-023-243010,2023-08-09,0.9164,48.7,35.5,98
27-013-023-243010,2023-09-08,0.8466,50.1,36.6,128
27-013-023-243010,2023-10-08,0.8128,51.4,37.6,158
27-013-023-243010,2023-11-07,0.7178,52.8,38.7,188
27-013-023-243010,2023-12-07,0.6865,54.1,39.7,218
29-022-011-013199,2024-04-12,0.5567,31.5,20.2,115
29-022-011-013199,2024-05-12,0.5645,32.9,21.2,145
29-022-011-013199,2024-06-11,0.5678,34.2,22.3,175
29-022-011-013199,2024-07-11,0.5836,35.5,23.3,205
29-022-011-013199,2024-08-10,0.6334,36.9,24.4,235
29-009-013-663209,2021-06-19,0.3994,54.0,16.0,1
29-009-013-663209,2021-07-19,0.3603,55.4,17.0,1
29-009-013-663209,2021-08-18,0.3555,56.7,18.1,1
29-009-013-663209,2021-09-17,0.337,58.0,19.1,11
29-009-013-663209,2021-10-17,0.3619,59.4,20.2,41
33-031-001-407630,2021-11-20,0.01,0.0,8.8,1
33-031-001-407630,2021-12-20,0.0406,0.2,9.8,1
33-031-001-407630,2022-01-19,0.1635,1.5,10.9,1
33-031-001-407630,2022-02-18,0.3243,2.9,11.9,1
33-031-001-407630,2022-03-20,0.4433,4.2,13.0,26
33-045-014-160020,2023-06-02,0.3609,60.2,13.8,1
33-045-014-160020,2023-07-02,0.4446,61.5,14.8,28
33-045-014-160020,2023-08-01,0.4922,62.9,15.9,58
33-045-014-160020,2023-08-31,0.5259,64.2,16.9,88
33-045-014-160020,2023-09-30,0.5575,65.6,18.0,118
33-045-009-108717,2025-08-11,0.7993,46.7,24.0,1
33-045-009-108717,2025-09-10,0.7281,48.1,25.0,1
33-045-009-108717,2025-10-10,0.6593,49.4,26.1,1
33-045-009-108717,2025-11-09,0.5517,50.8,27.1,29
33-045-009-108717,2025-12-09,0.4629,52.1,28.2,59
22-014-009-741647,2025-07-19,0.1534,82.1,80.8,1
22-014-009-741647,2025-08-18,0.2404,83.5,81.8,1
22-014-009-741647,2025-09-17,0.2436,84.8,82.9,17
22-014-009-741647,2025-10-17,0.3502,86.2,84.0,47
22-014-009-741647,2025-11-16,0.3883,87.5,85.0,77
22-002-017-463019,2021-07-21,0.7602,41.4,34.8,4
22-002-017-463019,2021-08-20,0.729,42.8,35.9,34
22-002-017-463019,2021-09-19,0.6649,44.1,36.9,64
22-002-017-463019,2021-10-19,0.6584,45.4,38.0,94
22-002-017-463019,2021-11-18,0.6316,46.8,39.0,124
33-014-011-860752,2025-03-10,0.5437,45.0,60.0,1
33-014-011-860752,2025-04-09,0.5691,46.4,61.1,1
33-014-011-860752,2025-05-09,0.5325,47.7,62.1,2
33-014-011-860752,2025-06-08,0.5163,49.0,63.2,32
33-014-011-860752,2025-07-08,0.5234,50.4,64.2,62
33-023-007-616189,2024-10-28,0.0992,50.3,65.1,1
33-023-007-616189,2024-11-27,0.1505,51.7,66.1,1
33-023-007-616189,2024-12-27,0.2072,53.0,67.2,19
33-023-007-616189,2025-01-26,0.1936,54.4,68.2,49
33-023-007-616189,2025-02-25,0.3201,55.7,69.3,79
09-044-008-240799,2024-09-11,0.2322,54.8,27.4,1
09-044-008-240799,2024-10-11,0.2557,56.2,28.5,1
09-044-008-240799,2024-11-10,0.2492,57.5,29.5,1
09-044-008-240799,2024-12-10,0.268,58.9,30.6,14
09-044-008-240799,2025-01-09,0.2685,60.2,31.6,44
29-022-015-483322,2024-02-15,0.3248,84.3,35.7,1
29-022-015-483322,2024-03-16,0.3104,85.7,36.8,1
29-022-015-483322,2024-04-15,0.3241,87.0,37.8,14
29-022-015-483322,2024-05-15,0.2887,88.4,38.9,44
29-022-015-483322,2024-06-14,0.3528,89.7,39.9,74
22-009-014-008304,2023-09-25,0.8087,69.2,44.6,1
22-009-014-008304,2023-10-25,0.6972,70.5,45.6,1
22-009-014-008304,2023-11-24,0.6562,71.9,46.7,1
22-009-014-008304,2023-12-24,0.5793,73.2,47.8,16
22-009-014-008304,2024-01-23,0.479,74.6,48.8,46
33-023-013-164968,2020-10-01,0.5859,47.4,51.6,1
33-023-013-164968,2020-10-31,0.4876,48.8,52.6,14
33-023-013-164968,2020-11-30,0.4609,50.1,53.7,44
33-023-013-164968,2020-12-30,0.3698,51.4,54.8,74
33-023-013-164968,2021-01-29,0.3633,52.8,55.8,104
36-019-016-909493,2021-09-08,0.99,86.1,36.7,1
36-019-016-909493,2021-10-08,0.9605,87.5,37.8,17
36-019-016-909493,2021-11-07,0.8977,88.8,38.8,47
36-019-016-909493,2021-12-07,0.8124,90.2,39.9,77
36-019-016-909493,2022-01-06,0.6987,91.5,40.9,107
22-002-010-292044,2024-05-28,0.592,6.7,32.6,1
22-002-010-292044,2024-06-27,0.592,8.1,33.6,1
22-002-010-292044,2024-07-27,0.4725,9.4,34.7,1
22-002-010-292044,2024-08-26,0.4503,10.8,35.8,1
22-002-010-292044,2024-09-25,0.4225,12.1,36.8,13
09-031-009-999808,2022-08-30,0.4866,50.9,19.1,293
09-031-009-999808,2022-09-29,0.5011,52.2,20.1,323
09-031-009-999808,2022-10-29,0.4949,53.6,21.2,353
09-031-009-999808,2022-11-28,0.477,54.9,22.2,383
09-031-009-999808,2022-12-28,0.4238,56.3,23.3,413
09-002-004-284613,2023-05-17,0.1967,25.6,53.1,123
09-002-004-284613,2023-06-16,0.2418,26.9,54.1,153
09-002-004-284613,2023-07-16,0.305,28.3,55.2,183
09-002-004-284613,2023-08-15,0.3574,29.6,56.2,213
09-002-004-284613,2023-09-14,0.4584,31.0,57.3,243
27-037-013-390322,2021-02-12,0.99,40.0,56.4,1
27-037-013-390322,2021-03-14,0.9154,41.4,57.5,1
27-037-013-390322,2021-04-13,0.7555,42.7,58.5,1
27-037-013-390322,2021-05-13,0.6189,44.0,59.6,1
27-037-013-390322,2021-06-12,0.4939,45.4,60.6,7
33-023-012-198673,2025-04-25,0.757,57.2,81.9,20
33-023-012-198673,2025-05-25,0.6324,58.6,82.9,50
33-023-012-198673,2025-06-24,0.4964,59.9,84.0,80
33-023-012-198673,2025-07-24,0.3713,61.2,85.0,110
33-023-012-198673,2025-08-23,0.2125,62.6,86.1,140
29-022-018-747654,2021-08-12,0.3996,72.6,34.9,1
29-022-018-747654,2021-09-11,0.4213,74.0,36.0,1
29-022-018-747654,2021-10-11,0.3997,75.3,37.0,1
29-022-018-747654,2021-11-10,0.4028,76.7,38.1,1
29-022-018-747654,2021-12-10,0.3713,78.0,39.1,19
33-014-012-988183,2025-04-22,0.6295,21.6,17.9,1
33-014-012-988183,2025-05-22,0.6244,22.9,19.0,26
33-014-012-988183,2025-06-21,0.5364,24.3,20.0,56
33-014-012-988183,2025-07-21,0.4871,25.6,21.1,86
33-014-012-988183,2025-08-20,0.458,27.0,22.1,116
09-031-010-551779,2021-05-22,0.421,22.1,47.2,1
09-031-010-551779,2021-06-21,0.3767,23.4,48.2,24
09-031-010-551779,2021-07-21,0.3878,24.8,49.3,54
09-031-010-551779,2021-08-20,0.3493,26.1,50.4,84
09-031-010-551779,2021-09-19,0.3421,27.5,51.4,114
36-011-021-472394,2023-09-11,0.3785,58.7,24.8,1
36-011-021-472394,2023-10-11,0.4085,60.0,25.9,1
36-011-021-472394,2023-11-10,0.4681,61.4,26.9,6
36-011-021-472394,2023-12-10,0.4981,62.7,27.9,36
36-011-021-472394,2024-01-09,0.5479,64.1,29.0,66
23-028-021-892002,2024-03-10,0.6435,18.4,43.8,107
23-028-021-892002,2024-04-09,0.5825,19.8,44.9,137
23-028-021-892002,2024-05-09,0.5598,21.1,45.9,167
23-028-021-892002,2024-06-08,0.5158,22.4,47.0,197
23-028-021-892002,2024-07-08,0.4558,23.8,48.0,227
23-033-016-644629,2023-02-04,0.7746,59.1,27.6,64
23-033-016-644629,2023-03-06,0.7308,60.5,28.6,94
23-033-016-644629,2023-04-05,0.5916,61.8,29.7,124
23-033-016-644629,2023-05-05,0.5604,63.1,30.8,154
23-033-016-644629,2023-06-04,0.4486,64.5,31.8,184
23-004-012-503573,2022-10-30,0.4296,54.8,72.8,1
23-004-012-503573,2022-11-29,0.3602,56.2,73.8,1
23-004-012-503573,2022-12-29,0.388,57.5,74.9,27
23-004-012-503573,2023-01-28,0.398,58.9,76.0,57
23-004-012-503573,2023-02-27,0.3757,60.2,77.0,87
36-011-018-687163,2022-07-26,0.8436,34.9,74.9,1
36-011-018-687163,2022-08-25,0.7592,36.2,75.9,1
36-011-018-687163,2022-09-24,0.6438,37.6,77.0,9
36-011-018-687163,2022-10-24,0.5407,38.9,78.0,39
36-011-018-687163,2022-11-23,0.4731,40.3,79.1,69
29-009-013-979296,2021-04-23,0.293,51.1,23.7,54
29-009-013-979296,2021-05-23,0.2815,52.5,24.8,84
29-009-013-979296,2021-06-22,0.3469,53.8,25.8,114
29-009-013-979296,2021-07-22,0.3237,55.1,26.8,144
29-009-013-979296,2021-08-21,0.357,56.5,27.9,174
22-002-022-310918,2021-08-25,0.0297,55.8,23.4,1
22-002-022-310918,2021-09-24,0.1141,57.2,24.5,1
22-002-022-310918,2021-10-24,0.2376,58.5,25.5,1
22-002-022-310918,2021-11-23,0.4027,59.9,26.6,24
22-002-022-310918,2021-12-23,0.4804,61.2,27.6,54
23-016-021-366099,2021-11-08,0.2479,53.7,5.5,1
23-016-021-366099,2021-12-08,0.2785,55.1,6.5,1
23-016-021-366099,2022-01-07,0.2565,56.4,7.6,11
23-016-021-366099,2022-02-06,0.2374,57.8,8.6,41
23-016-021-366099,2022-03-08,0.2524,59.1,9.7,71
33-023-020-563851,2024-01-06,0.122,75.8,28.0,63
33-023-020-563851,2024-02-05,0.1314,77.2,29.1,93
33-023-020-563851,2024-03-06,0.1656,78.5,30.1,123
33-023-020-563851,2024-04-05,0.2335,79.9,31.2,153
33-023-020-563851,2024-05-05,0.303,81.2,32.2,183
27-037-006-607466,2024-11-21,0.4441,42.2,39.8,174
27-037-006-607466,2024-12-21,0.4406,43.6,40.9,204
27-037-006-607466,2025-01-20,0.5131,44.9,41.9,234
27-037-006-607466,2025-02-19,0.5473,46.2,43.0,264
27-037-006-607466,2025-03-21,0.5257,47.6,44.0,294
23-028-018-084890,2023-06-29,0.5066,33.2,25.4,1
23-028-018-084890,2023-07-29,0.4945,34.6,26.5,1
23-028-018-084890,2023-08-28,0.5184,35.9,27.5,1
23-028-018-084890,2023-09-27,0.5336,37.2,28.6,1
23-028-018-084890,2023-10-27,0.5135,38.6,29.6,19
29-022-006-882933,2024-05-12,0.3301,68.4,24.3,182
29-022-006-882933,2024-06-11,0.3688,69.8,25.4,212
29-022-006-882933,2024-07-11,0.424,71.1,26.4,242
29-022-006-882933,2024-08-10,0.4552,72.5,27.4,272
29-022-006-882933,2024-09-09,0.5297,73.8,28.5,302
36-003-024-033546,2023-04-21,0.8077,10.0,0.0,1
36-003-024-033546,2023-05-21,0.8055,11.4,0.2,1
36-003-024-033546,2023-06-20,0.7823,12.7,1.3,14
36-003-024-033546,2023-07-20,0.7356,14.1,2.3,44
36-003-024-033546,2023-08-19,0.6912,15.4,3.4,74
23-004-005-460454,2024-05-24,0.862,32.2,0.7,11
23-004-005-460454,2024-06-23,0.8396,33.6,1.8,41
23-004-005-460454,2024-07-23,0.7317,34.9,2.8,71
23-004-005-460454,2024-08-22,0.7274,36.2,3.9,101
23-004-005-460454,2024-09-21,0.6403,37.6,4.9,131
27-001-004-922750,2023-05-25,0.053,44.3,36.8,120
27-001-004-922750,2023-06-24,0.0995,45.7,37.9,150
27-001-004-922750,2023-07-24,0.1626,47.0,38.9,180
27-001-004-922750,2023-08-23,0.2012,48.4,40.0,210
27-001-004-922750,2023-09-22,0.2498,49.7,41.0,240
22-009-020-067439,2024-06-02,0.1001,34.5,78.4,203
22-009-020-067439,2024-07-02,0.1899,35.9,79.4,233
22-009-020-067439,2024-08-01,0.2581,37.2,80.5,263
22-009-020-067439,2024-08-31,0.3776,38.5,81.5,293
22-009-020-067439,2024-09-30,0.509,39.9,82.6,323
22-018-001-716122,2024-06-08,0.1469,81.5,36.9,4
22-018-001-716122,2024-07-08,0.1139,82.9,38.0,34
22-018-001-716122,2024-08-07,0.1384,84.2,39.0,64
22-018-001-716122,2024-09-06,0.1942,85.6,40.1,94
22-018-001-716122,2024-10-06,0.1909,86.9,41.1,124
36-003-023-854605,2023-03-08,0.4941,25.2,74.0,71
36-003-023-854605,2023-04-07,0.4582,26.6,75.0,101
36-003-023-854605,2023-05-07,0.4028,27.9,76.1,131
36-003-023-854605,2023-06-06,0.3816,29.2,77.2,161
36-003-023-854605,2023-07-06,0.3123,30.6,78.2,191
22-018-002-476787,2024-01-16,0.6621,42.9,85.4,1
22-018-002-476787,2024-02-15,0.5996,44.2,86.4,1
22-018-002-476787,2024-03-16,0.5474,45.6,87.5,1
22-018-002-476787,2024-04-15,0.4899,46.9,88.5,3
22-018-002-476787,2024-05-15,0.4289,48.3,89.6,33
36-019-008-500438,2023-07-03,0.3523,26.5,12.3,1
36-019-008-500438,2023-08-02,0.3901,27.8,13.3,1
36-019-008-500438,2023-09-01,0.4066,29.2,14.4,1
36-019-008-500438,2023-10-01,0.4788,30.5,15.4,16
36-019-008-500438,2023-10-31,0.5296,31.9,16.5,46
36-019-011-175224,2022-04-13,0.2443,39.0,29.0,1
36-019-011-175224,2022-05-13,0.2339,40.4,30.1,4
36-019-011-175224,2022-06-12,0.2761,41.7,31.1,34
36-019-011-175224,2022-07-12,0.2692,43.0,32.2,64
36-019-011-175224,2022-08-11,0.2769,44.4,33.2,94
21-012-011-176514,2022-01-25,0.6655,56.0,38.6,88
21-012-011-176514,2022-02-24,0.5868,57.4,39.6,118
21-012-011-176514,2022-03-26,0.4965,58.7,40.7,148
21-012-011-176514,2022-04-25,0.4674,60.0,41.8,178
21-012-011-176514,2022-05-25,0.3488,61.4,42.8,208
09-015-003-087671,2023-12-28,0.99,25.5,78.1,1
09-015-003-087671,2024-01-27,0.99,26.8,79.1,1
09-015-003-087671,2024-02-26,0.9231,28.2,80.2,1
09-015-003-087671,2024-03-27,0.8356,29.5,81.2,21
09-015-003-087671,2024-04-26,0.6442,30.9,82.3,51
27-037-018-096087,2023-07-02,0.4401,76.6,58.2,1
27-037-018-096087,2023-08-01,0.4347,78.0,59.2,1
27-037-018-096087,2023-08-31,0.445,79.3,60.3,1
27-037-018-096087,2023-09-30,0.4525,80.7,61.4,1
27-037-018-096087,2023-10-30,0.4453,82.0,62.4,14
23-028-014-466935,2021-08-15,0.1588,18.9,31.4,1
23-028-014-466935,2021-09-14,0.2229,20.2,32.5,1
23-028-014-466935,2021-10-14,0.2954,21.6,33.5,1
23-028-014-466935,2021-11-13,0.3563,22.9,34.6,7
23-028-014-466935,2021-12-13,0.4212,24.3,35.6,37
22-009-011-853396,2023-01-12,0.1976,2.6,40.8,1
22-009-011-853396,2023-02-11,0.2431,4.0,41.9,1
22-009-011-853396,2023-03-13,0.3506,5.3,42.9,9
22-009-011-853396,2023-04-12,0.3791,6.7,44.0,39
22-009-011-853396,2023-05-12,0.519,8.0,45.0,69
21-019-002-291996,2020-11-23,0.4589,60.8,71.5,1
21-019-002-291996,2020-12-23,0.375,62.2,72.5,1
21-019-002-291996,2021-01-22,0.3165,63.5,73.6,15
21-019-002-291996,2021-02-21,0.2264,64.9,74.7,45
21-019-002-291996,2021-03-23,0.1642,66.2,75.7,75
22-002-023-768360,2022-03-03,0.3117,0.4,27.8,1
22-002-023-768360,2022-04-02,0.3816,1.8,28.9,1
22-002-023-768360,2022-05-02,0.4378,3.1,29.9,1
22-002-023-768360,2022-06-01,0.4734,4.5,30.9,1
22-002-023-768360,2022-07-01,0.5272,5.8,32.0,29
22-018-001-023764,2022-02-20,0.6363,52.9,6.2,1
22-018-001-023764,2022-03-22,0.5696,54.2,7.2,1
22-018-001-023764,2022-04-21,0.4899,55.6,8.3,1
22-018-001-023764,2022-05-21,0.391,56.9,9.3,1
22-018-001-023764,2022-06-20,0.3433,58.3,10.4,25
29-022-004-891765,2024-12-09,0.0362,35.9,47.9,1
29-022-004-891765,2025-01-08,0.1341,37.2,49.0,1
29-022-004-891765,2025-02-07,0.201,38.6,50.0,2
29-022-004-891765,2025-03-09,0.3261,39.9,51.1,32
29-022-004-891765,2025-04-08,0.4048,41.3,52.1,62
21-012-021-517164,2022-11-07,0.8847,28.4,14.4,1
21-012-021-517164,2022-12-07,0.7607,29.7,15.5,1
21-012-021-517164,2023-01-06,0.7011,31.1,16.5,1
21-012-021-517164,2023-02-05,0.6527,32.4,17.6,19
21-012-021-517164,2023-03-07,0.5644,33.8,18.6,49
33-045-005-983657,2023-04-06,0.01,71.5,29.8,1
33-045-005-983657,2023-05-06,0.01,72.9,30.9,1
33-045-005-983657,2023-06-05,0.0647,74.2,31.9,1
33-045-005-983657,2023-07-05,0.1911,75.6,33.0,1
33-045-005-983657,2023-08-04,0.3742,76.9,34.0,30
09-015-009-345447,2024-08-01,0.8098,5.3,39.9,52
09-015-009-345447,2024-08-31,0.7987,6.6,41.0,82
09-015-009-345447,2024-09-30,0.7437,8.0,42.0,112
09-015-009-345447,2024-10-30,0.7346,9.3,43.1,142
09-015-009-345447,2024-11-29,0.7452,10.7,44.1,172
33-023-021-091857,2021-05-09,0.3377,42.9,40.4,1
33-023-021-091857,2021-06-08,0.3304,44.2,41.5,4
33-023-021-091857,2021-07-08,0.3654,45.6,42.5,34
33-023-021-091857,2021-08-07,0.3087,46.9,43.6,64
33-023-021-091857,2021-09-06,0.2706,48.3,44.6,94
27-001-009-050185,2023-04-23,0.5216,65.1,2.1,1
27-001-009-050185,2023-05-23,0.5673,66.5,3.1,1
27-001-009-050185,2023-06-22,0.5175,67.8,4.2,1
27-001-009-050185,2023-07-22,0.4764,69.2,5.2,1
27-001-009-050185,2023-08-21,0.4502,70.5,6.3,18
21-005-012-977271,2022-05-03,0.4723,46.2,57.3,1
21-005-012-977271,2022-06-02,0.4077,47.6,58.4,1
21-005-012-977271,2022-07-02,0.4083,48.9,59.4,1
21-005-012-977271,2022-08-01,0.3634,50.2,60.5,13
21-005-012-977271,2022-08-31,0.3496,51.6,61.5,43
23-004-017-758244,2025-09-24,0.5209,32.4,46.6,1
23-004-017-758244,2025-10-24,0.4635,33.8,47.6,10
23-004-017-758244,2025-11-23,0.4268,35.1,48.7,40
23-004-017-758244,2025-12-23,0.3879,36.4,49.8,70
23-004-017-758244,2026-01-22,0.3479,37.8,50.8,100
21-012-012-264754,2022-03-25,0.01,75.5,28.3,1
21-012-012-264754,2022-04-24,0.1172,76.9,29.4,15
21-012-012-264754,2022-05-24,0.2248,78.2,30.4,45
21-012-012-264754,2022-06-23,0.3381,79.6,31.4,75
21-012-012-264754,2022-07-23,0.4628,80.9,32.5,105
29-009-002-673400,2025-02-23,0.99,40.2,47.1,1
29-009-002-673400,2025-03-25,0.99,41.6,48.1,25
29-009-002-673400,2025-04-24,0.9747,42.9,49.2,55
29-009-002-673400,2025-05-24,0.761,44.2,50.2,85
29-009-002-673400,2025-06-23,0.6709,45.6,51.3,115
36-011-020-606190,2024-07-30,0.7023,9.5,26.4,1
36-011-020-606190,2024-08-29,0.6387,10.9,27.5,1
36-011-020-606190,2024-09-28,0.6152,12.2,28.5,1
36-011-020-606190,2024-10-28,0.4792,13.6,29.6,1
36-011-020-606190,2024-11-27,0.4425,14.9,30.6,3
36-011-001-148953,2021-05-31,0.7747,69.3,19.7,1
36-011-001-148953,2021-06-30,0.7322,70.7,20.8,1
36-011-001-148953,2021-07-30,0.6654,72.0,21.8,1
36-011-001-148953,2021-08-29,0.5843,73.4,22.8,5
36-011-001-148953,2021-09-28,0.5009,74.7,23.9,35
36-003-009-708559,2026-03-30,0.3858,72.0,31.9,1
36-003-009-708559,2026-04-29,0.3816,73.4,33.0,1
36-003-009-708559,2026-05-29,0.4424,74.7,34.0,1
36-003-009-708559,2026-06-28,0.4807,76.1,35.1,1
36-003-009-708559,2026-07-28,0.4761,77.4,36.1,30
23-004-018-841296,2025-12-28,0.463,53.0,16.2,33
23-004-018-841296,2026-01-27,0.4657,54.4,17.2,63
23-004-018-841296,2026-02-26,0.4494,55.7,18.3,93
23-004-018-841296,2026-03-28,0.3467,57.0,19.3,123
23-004-018-841296,2026-04-27,0.381,58.4,20.4,153
27-037-019-721758,2021-05-18,0.2329,35.7,23.3,1
27-037-019-721758,2021-06-17,0.2832,37.1,24.4,1
27-037-019-721758,2021-07-17,0.3432,38.4,25.4,16
27-037-019-721758,2021-08-16,0.4294,39.8,26.4,46
27-037-019-721758,2021-09-15,0.4695,41.1,27.5,76
36-011-020-139805,2024-09-02,0.6918,3.8,17.7,1
36-011-020-139805,2024-10-02,0.7198,5.1,18.8,1
36-011-020-139805,2024-11-01,0.754,6.5,19.8,1
36-011-020-139805,2024-12-01,0.7365,7.8,20.8,30
36-011-020-139805,2024-12-31,0.7626,9.2,21.9,60
29-007-013-109732,2025-10-19,0.7732,29.0,7.3,131
29-007-013-109732,2025-11-18,0.696,30.3,8.3,161
29-007-013-109732,2025-12-18,0.6547,31.7,9.4,191
29-007-013-109732,2026-01-17,0.5677,33.0,10.4,221
29-007-013-109732,2026-02-16,0.4457,34.4,11.5,251
21-005-009-621265,2024-03-20,0.3999,44.8,31.2,1
21-005-009-621265,2024-04-19,0.3637,46.2,32.2,29
21-005-009-621265,2024-05-19,0.3774,47.5,33.3,59
21-005-009-621265,2024-06-18,0.3462,48.9,34.4,89
21-005-009-621265,2024-07-18,0.3466,50.2,35.4,119
29-009-010-380524,2023-06-01,0.4784,44.3,61.4,90
29-009-010-380524,2023-07-01,0.466,45.7,62.4,120
29-009-010-380524,2023-07-31,0.4944,47.0,63.5,150
29-009-010-380524,2023-08-30,0.564,48.4,64.5,180
29-009-010-380524,2023-09-29,0.5278,49.7,65.6,210
27-001-013-521331,2026-07-16,0.4946,41.6,24.2,1
27-001-013-521331,2026-08-15,0.5197,43.0,25.2,1
27-001-013-521331,2026-09-14,0.5504,44.3,26.3,1
27-001-013-521331,2026-10-14,0.5908,45.6,27.3,23
27-001-013-521331,2026-11-13,0.6028,47.0,28.4,53
22-014-006-813946,2021-11-02,0.3832,17.3,81.7,1
22-014-006-813946,2021-12-02,0.4357,18.6,82.8,1
22-014-006-813946,2022-01-01,0.4736,20.0,83.8,1
22-014-006-813946,2022-01-31,0.5845,21.3,84.9,8
22-014-006-813946,2022-03-02,0.5695,22.7,85.9,38
33-045-012-872493,2022-09-07,0.3365,56.6,34.4,1
33-045-012-872493,2022-10-07,0.3506,58.0,35.5,1
33-045-012-872493,2022-11-06,0.3531,59.3,36.5,13
33-045-012-872493,2022-12-06,0.4249,60.6,37.6,43
33-045-012-872493,2023-01-05,0.5023,62.0,38.6,73
22-002-001-831933,2026-07-06,0.8786,81.0,34.3,1
22-002-001-831933,2026-08-05,0.7914,82.4,35.4,1
22-002-001-831933,2026-09-04,0.6922,83.7,36.4,1
22-002-001-831933,2026-10-04,0.6101,85.1,37.5,27
22-002-001-831933,2026-11-03,0.4848,86.4,38.5,57
27-001-021-201524,2021-08-25,0.377,36.1,31.6,1
27-001-021-201524,2021-09-24,0.4732,37.5,32.6,1
27-001-021-201524,2021-10-24,0.4833,38.8,33.7,1
27-001-021-201524,2021-11-23,0.5493,40.1,34.8,11
27-001-021-201524,2021-12-23,0.564,41.5,35.8,41
29-007-015-623697,2022-02-06,0.6621,39.9,66.4,1
29-007-015-623697,2022-03-08,0.5888,41.2,67.4,25
29-007-015-623697,2022-04-07,0.5026,42.6,68.5,55
29-007-015-623697,2022-05-07,0.4819,43.9,69.5,85
29-007-015-623697,2022-06-06,0.4217,45.3,70.6,115
27-001-013-406899,2024-04-04,0.8973,7.0,12.9,67
27-001-013-406899,2024-05-04,0.8598,8.4,14.0,97
27-001-013-406899,2024-06-03,0.7885,9.7,15.0,127
27-001-013-406899,2024-07-03,0.7288,11.1,16.1,157
27-001-013-406899,2024-08-02,0.6226,12.4,17.1,187
27-013-008-442347,2021-05-04,0.5484,61.6,30.4,1
27-013-008-442347,2021-06-03,0.5472,63.0,31.5,1
27-013-008-442347,2021-07-03,0.5272,64.3,32.5,4
27-013-008-442347,2021-08-02,0.571,65.7,33.6,34
27-013-008-442347,2021-09-01,0.5471,67.0,34.6,64
27-025-010-633548,2025-07-01,0.99,40.7,8.4,1
27-025-010-633548,2025-07-31,0.99,42.1,9.4,1
27-025-010-633548,2025-08-30,0.9434,43.4,10.5,7
27-025-010-633548,2025-09-29,0.7973,44.8,11.5,37
