ulpin,project_name,project_type,implementing_agency,state,district,taluk,village,latitude,longitude,notification_date,expected_completion_date,actual_completion_date,land_area_acres,no_affected_families,no_landowners,ownership_fragmentation_index,ownership_dispute_flag,no_ownership_disputes,title_clarity_status,circle_rate_per_acre_lakhs,compensation_fair_value_lakhs,compensation_amount_sanctioned_lakhs,compensation_amount_disbursed_lakhs,compensation_disbursed_pct,compensation_gap_pct,compensation_dispute_flag,no_compensation_appeals,no_legal_disputes,legal_dispute_stage,court_stay_flag,days_since_dispute_filed,rehab_plan_approved_flag,rehab_progress_pct,resettlement_site_ready_flag,no_families_resettled,approval_stage,days_in_current_stage,no_pending_clearances,environmental_clearance_status,forest_clearance_status,is_closed_project,historical_delay_days,is_delayed,delay_stage,assigned_field_officer_id,latent_risk_audit,planned_duration_days,top_driver_audit
27-013-007-293988,National Highway - Pune Stretch 7,National Highway,NHAI,Maharashtra,Pune,Pune South,Chandrapalli,18.61429,74.05449,2020-10-06,2022-03-07,2022-03-07,81.4,150,133,1.634,False,0,Clear,89.19,14520.13,11382.08,9094.28,79.9,21.61,True,2,2,Under Hearing,False,22,True,45.2,False,58,Possession Taken,77,2,Applied,Not Required,True,0,False,Not Applicable,MH-LAO-2023-0454,0.3511,517,Legal Dispute
27-001-007-996044,Irrigation Canal - Mumbai Suburban Stretch 2,Irrigation Canal,State Irrigation Dept,Maharashtra,Mumbai Suburban,Mumbai Suburban South,Chandrapalli,19.10245,72.71575,2021-04-30,2022-10-10,2022-10-10,23.2,57,37,1.595,False,0,Clear,61.9,2872.16,1924.43,1524.15,79.2,33.0,True,2,1,Filed,False,33,True,57.3,True,29,R&R Implementation,89,1,Obtained,Not Required,True,0,False,Not Applicable,MH-LAO-2022-0603,0.3628,528,Compensation Disbursal
36-019-016-850029,Industrial Corridor - Karimnagar Stretch 4,Industrial Corridor,State Industrial Corp,Telangana,Karimnagar,Karimnagar East,Nandgaon,18.20362,79.05892,2020-01-23,2021-07-19,2021-07-19,8.5,27,17,2.0,False,0,Clear,8.23,279.82,192.67,179.57,93.2,31.15,True,3,0,None,False,0,True,51.5,True,13,Award Declared,233,2,Not Required,Not Required,True,0,False,Not Applicable,TG-LAO-2024-0235,0.2082,543,Rehabilitation (R&R)
33-014-008-315668,Airport Expansion - Chennai Stretch 8,Airport Expansion,Airports Authority of India,Tamil Nadu,Chennai,Chennai South,Narsapur,13.11149,80.32107,2019-06-15,2021-08-09,2021-08-09,29.3,56,30,1.024,True,2,Partial,54.76,3208.94,1950.67,698.34,35.8,39.21,True,1,1,Resolved,False,400,True,71.9,True,38,R&R Implementation,87,1,Obtained,Obtained,True,0,False,Not Applicable,TN-LAO-2021-0562,0.4756,786,Compensation Disbursal
09-002-019-319626,Airport Expansion - Lucknow Stretch 3,Airport Expansion,Airports Authority of India,Uttar Pradesh,Lucknow,Lucknow West,Shivnagar,26.77534,81.0453,2019-03-09,2021-06-01,2021-10-28,132.3,308,179,1.353,True,7,Disputed,82.93,21943.28,18924.68,14363.83,75.9,13.76,False,0,3,Under Hearing,False,39,True,49.1,True,129,Possession Taken,26,0,Pending,Applied,True,149,True,Ownership / Title,UP-LAO-2021-0734,0.5603,815,Ownership / Title
22-002-007-199555,Industrial Corridor - Raipur Stretch 4,Industrial Corridor,State Industrial Corp,Chhattisgarh,Raipur,Raipur South,Chandrapalli,21.26786,81.70306,2019-07-16,2020-10-02,2021-08-19,14.0,32,24,1.714,True,3,Partial,63.94,1790.32,1652.99,373.58,22.6,7.67,True,1,1,Filed,False,173,True,31.9,True,9,Compensation Disbursement,6,5,Obtained,Pending,True,321,True,Administrative Approval,CG-LAO-2022-0755,0.6398,444,Administrative Approval
29-007-016-587124,National Highway - Bengaluru Urban Stretch 8,National Highway,NHAI,Karnataka,Bengaluru Urban,Bengaluru Urban East,Nandgaon,12.93241,77.55036,2023-05-03,2024-11-29,2024-11-29,80.2,148,120,1.496,True,1,Clear,71.26,11430.1,8023.58,3337.81,41.6,29.8,True,3,2,Resolved,False,200,True,55.1,True,62,Compensation Disbursement,68,0,Applied,Not Required,True,0,False,Not Applicable,KA-LAO-2024-0628,0.3764,576,Compensation Disbursal
36-011-011-599983,Irrigation Canal - Warangal Stretch 2,Irrigation Canal,State Irrigation Dept,Telangana,Warangal,Warangal South,Amrapur,17.88242,79.6873,2020-08-25,2022-08-01,2022-08-01,30.2,34,36,1.192,False,0,Clear,8.87,1071.5,539.16,371.48,68.9,49.68,True,3,2,Filed,False,7,True,57.6,True,19,Compensation Disbursement,199,2,Applied,Obtained,True,0,False,Not Applicable,TG-LAO-2021-0919,0.4247,706,Compensation Disbursal
21-012-011-039271,Irrigation Canal - Cuttack Stretch 7,Irrigation Canal,State Irrigation Dept,Odisha,Cuttack,Cuttack South,Amrapur,20.37537,85.87262,2022-05-17,2024-08-17,2025-05-14,34.1,62,59,1.73,True,2,Disputed,30.58,4171.11,2944.22,1266.01,43.0,29.41,False,0,4,Filed,False,17,True,34.8,False,16,Possession Taken,41,1,Applied,Applied,True,270,True,Legal Dispute,OD-LAO-2021-0890,0.5938,823,Legal Dispute
33-014-019-817481,National Highway - Chennai Stretch 6,National Highway,NHAI,Tamil Nadu,Chennai,Chennai West,Shivnagar,13.10812,80.14612,2022-07-10,2024-06-05,2025-01-04,50.1,75,71,1.417,True,3,Disputed,44.11,4419.82,4084.04,980.17,24.0,7.6,False,0,4,Stayed by Court,True,51,True,59.2,False,31,Award Declared,9,3,Obtained,Obtained,True,213,True,Legal Dispute,TN-LAO-2021-0562,0.6437,696,Legal Dispute
29-007-019-408769,Urban Metro - Bengaluru Urban Stretch 7,Urban Metro,Metro Rail Corp,Karnataka,Bengaluru Urban,Bengaluru Urban West,Shivnagar,12.85637,77.53443,2021-05-30,2023-08-03,2023-08-03,66.4,140,96,1.446,False,0,Clear,84.47,11217.62,9575.58,7535.98,78.7,14.64,False,0,0,None,False,0,False,22.5,False,31,Award Declared,3,2,Obtained,Obtained,True,0,False,Not Applicable,KA-LAO-2024-0628,0.2019,795,Rehabilitation (R&R)
36-011-010-014722,Railway Line - Warangal Stretch 1,Railway Line,Indian Railways,Telangana,Warangal,Warangal South,Mallapuram,17.88225,79.55257,2019-09-01,2021-01-03,2021-03-28,34.7,70,43,1.239,True,2,Partial,19.68,2731.58,1310.19,864.73,66.0,52.04,True,8,3,Stayed by Court,True,131,True,79.3,True,53,Section 11 Notification Issued,94,1,Obtained,Not Required,True,84,True,Legal Dispute,TG-LAO-2021-0919,0.5249,490,Legal Dispute
33-045-008-394565,Industrial Corridor - Tiruchirappalli Stretch 5,Industrial Corridor,State Industrial Corp,Tamil Nadu,Tiruchirappalli,Tiruchirappalli South,Narsapur,10.7144,78.73101,2019-01-03,2020-08-26,2020-08-26,30.3,45,43,1.419,False,0,Clear,24.96,3025.15,2966.48,1239.99,41.8,1.94,True,1,0,None,False,0,True,41.8,True,18,Section 11 Notification Issued,23,2,Obtained,Not Required,True,0,False,Not Applicable,TN-LAO-2022-0490,0.2032,601,Rehabilitation (R&R)
29-009-009-003611,Airport Expansion - Tumakuru Stretch 1,Airport Expansion,Airports Authority of India,Karnataka,Tumakuru,Tumakuru South,Basavanahalli,13.19375,77.17268,2022-12-28,2024-12-03,2024-12-03,25.5,72,40,1.569,True,3,Partial,14.98,1527.96,1372.42,806.98,58.8,10.18,True,2,1,Resolved,False,141,True,78.7,True,50,Section 11 Notification Issued,146,6,Not Required,Not Required,True,0,False,Not Applicable,KA-LAO-2023-0611,0.306,706,Administrative Approval
36-027-002-641401,Urban Metro - Nizamabad Stretch 4,Urban Metro,Metro Rail Corp,Telangana,Nizamabad,Nizamabad North,Kothapalli,18.84876,77.9821,2021-10-28,2024-02-10,2025-03-21,24.5,31,29,1.184,True,5,Disputed,23.37,2290.26,1751.62,611.32,34.9,23.52,True,3,4,Under Hearing,False,61,True,78.8,True,19,SIA Completed,284,1,Obtained,Pending,True,405,True,Ownership / Title,TG-LAO-2021-0135,0.6847,835,Ownership / Title
27-025-017-830802,Airport Expansion - Nagpur Stretch 2,Airport Expansion,Airports Authority of India,Maharashtra,Nagpur,Nagpur East,Peddapalli,21.03532,78.99837,2021-08-22,2024-03-09,2024-06-19,120.4,165,171,1.42,True,1,Clear,43.02,10359.22,6939.45,770.28,11.1,33.01,True,5,1,Filed,False,357,False,15.1,False,22,Compensation Disbursement,39,1,Obtained,Applied,True,102,True,Compensation Disbursal,MH-LAO-2025-0718,0.5047,930,Compensation Disbursal
36-019-009-582253,National Highway - Karimnagar Stretch 5,National Highway,NHAI,Telangana,Karimnagar,Karimnagar South,Basavanahalli,18.47946,79.10863,2020-03-05,2021-06-20,2021-07-30,40.5,71,60,1.481,False,0,Clear,31.86,5161.32,4087.74,249.35,6.1,20.8,True,5,0,None,False,0,True,33.4,False,20,Award Declared,235,2,Pending,Not Required,True,40,True,Administrative Approval,TG-LAO-2024-0235,0.4055,472,Administrative Approval
29-022-018-446569,Power Transmission - Belagavi Stretch 5,Power Transmission,POWERGRID,Karnataka,Belagavi,Belagavi East,Raghunathpur,15.90367,74.46815,2022-12-08,2025-01-16,2025-07-25,77.2,108,108,1.399,True,2,Clear,23.61,7290.77,3276.45,1051.74,32.1,55.06,True,4,1,Stayed by Court,True,327,True,34.1,False,33,SIA Completed,118,8,Not Required,Not Required,True,190,True,Compensation Disbursal,KA-LAO-2025-0488,0.6456,770,Compensation Disbursal
22-002-013-975593,Irrigation Canal - Raipur Stretch 1,Irrigation Canal,State Irrigation Dept,Chhattisgarh,Raipur,Raipur East,Kesarpur,21.29273,81.60703,2021-02-13,2022-08-16,2023-06-06,22.9,69,40,1.747,True,6,Disputed,57.24,2621.59,1553.27,456.66,29.4,40.75,True,2,7,Filed,False,5,False,36.4,True,24,Section 11 Notification Issued,81,4,Obtained,Not Required,True,294,True,Ownership / Title,CG-LAO-2022-0755,0.7227,549,Ownership / Title
33-014-016-217560,Industrial Corridor - Chennai Stretch 2,Industrial Corridor,State Industrial Corp,Tamil Nadu,Chennai,Chennai East,Nandgaon,12.97501,80.38552,2019-02-27,2021-01-04,2021-05-19,98.4,229,122,1.24,True,4,Partial,40.69,8007.79,6171.18,2462.3,39.9,22.94,False,0,3,Under Hearing,False,19,True,53.0,True,101,Compensation Disbursement,71,2,Obtained,Not Required,True,135,True,Legal Dispute,TN-LAO-2021-0562,0.5484,677,Legal Dispute
33-031-010-491079,Urban Metro - Madurai Stretch 4,Urban Metro,Metro Rail Corp,Tamil Nadu,Madurai,Madurai South,Mallapuram,9.84906,78.0619,2023-03-10,2025-10-23,2025-10-23,27.1,84,46,1.697,True,1,Clear,27.18,2946.31,2542.54,1258.56,49.5,13.7,True,2,1,Under Hearing,False,159,False,8.8,False,5,Possession Taken,21,1,Applied,Applied,True,0,False,Not Applicable,TN-LAO-2021-0436,0.3749,958,Rehabilitation (R&R)
36-019-008-771013,Industrial Corridor - Karimnagar Stretch 3,Industrial Corridor,State Industrial Corp,Telangana,Karimnagar,Karimnagar South,Narsapur,18.36238,79.10235,2023-03-04,2025-02-14,2025-02-14,7.1,16,14,1.972,True,2,Clear,17.99,510.92,373.73,355.04,95.0,26.85,False,0,1,Filed,False,405,False,18.9,False,2,Award Declared,30,1,Applied,Obtained,True,0,False,Not Applicable,TG-LAO-2024-0235,0.2804,713,Rehabilitation (R&R)
29-007-004-376370,Power Transmission - Bengaluru Urban Stretch 5,Power Transmission,POWERGRID,Karnataka,Bengaluru Urban,Bengaluru Urban North,Bhimnagar,13.03785,77.65553,2023-12-02,2025-06-01,2025-06-01,48.0,85,70,1.458,True,1,Clear,84.89,8149.44,6211.78,3366.78,54.2,23.78,True,2,1,Resolved,False,197,True,58.9,True,40,Section 11 Notification Issued,50,1,Applied,Applied,True,0,False,Not Applicable,KA-LAO-2024-0628,0.3096,547,Compensation Disbursal
33-031-002-770404,National Highway - Madurai Stretch 4,National Highway,NHAI,Tamil Nadu,Madurai,Madurai North,Kothapalli,10.05481,78.22734,2022-11-06,2025-04-26,2025-04-26,23.0,50,36,1.565,True,1,Clear,17.66,1624.72,1303.89,787.55,60.4,19.75,True,2,1,Under Hearing,False,422,True,30.4,True,12,Possession Taken,17,1,Pending,Obtained,True,0,False,Not Applicable,TN-LAO-2021-0436,0.3613,902,Rehabilitation (R&R)
21-019-024-331631,Airport Expansion - Ganjam Stretch 4,Airport Expansion,Airports Authority of India,Odisha,Ganjam,Ganjam West,Zamania,19.49282,84.85634,2022-07-11,2024-03-14,2024-11-14,41.6,71,57,1.37,True,3,Partial,8.41,1399.42,1072.82,460.24,42.9,23.34,True,3,7,Under Hearing,False,83,True,15.9,False,8,Possession Taken,21,2,Obtained,Not Required,True,245,True,Legal Dispute,OD-LAO-2025-0784,0.5732,612,Legal Dispute
36-019-019-376825,Industrial Corridor - Karimnagar Stretch 6,Industrial Corridor,State Industrial Corp,Telangana,Karimnagar,Karimnagar West,Shivnagar,18.26974,79.22665,2021-07-11,2023-05-10,2023-05-10,36.1,60,55,1.524,True,1,Clear,8.91,1286.6,1237.85,422.11,34.1,3.79,False,0,0,None,False,0,True,83.0,False,45,Possession Taken,55,3,Not Required,Not Required,True,0,False,Not Applicable,TG-LAO-2024-0235,0.2557,668,Administrative Approval
33-045-022-073492,Irrigation Canal - Tiruchirappalli Stretch 4,Irrigation Canal,State Irrigation Dept,Tamil Nadu,Tiruchirappalli,Tiruchirappalli West,Veerapuram,10.71484,78.60406,2020-07-27,2022-10-20,2022-10-20,16.5,38,30,1.818,True,2,Partial,19.5,1287.0,1214.95,392.43,32.3,5.6,False,0,0,None,False,0,True,16.6,True,4,Section 11 Notification Issued,164,3,Applied,Not Required,True,0,False,Not Applicable,TN-LAO-2022-0490,0.4261,815,Rehabilitation (R&R)
22-014-019-915871,National Highway - Bilaspur Stretch 5,National Highway,NHAI,Chhattisgarh,Bilaspur,Bilaspur West,Shivnagar,21.8967,82.15467,2023-03-16,2024-12-29,2025-12-17,184.4,433,250,1.356,True,4,Disputed,10.48,7730.05,7385.19,1573.05,21.3,4.46,True,1,3,Under Hearing,False,294,True,30.2,False,112,SIA Completed,82,2,Pending,Applied,True,353,True,Ownership / Title,CG-LAO-2022-0241,0.7051,654,Ownership / Title
09-015-005-300589,Irrigation Canal - Kanpur Nagar Stretch 6,Irrigation Canal,State Irrigation Dept,Uttar Pradesh,Kanpur Nagar,Kanpur Nagar North,Sultanpur,26.57264,80.37883,2022-08-05,2024-10-02,2026-05-23,123.7,197,166,1.342,True,5,Disputed,8.76,4334.45,2179.41,316.01,14.5,49.72,True,4,5,Under Hearing,False,74,False,38.9,True,70,SIA Completed,6,2,Pending,Obtained,True,598,True,Ownership / Title,UP-LAO-2023-0451,0.8031,789,Ownership / Title
21-026-009-694289,National Highway - Sambalpur Stretch 1,National Highway,NHAI,Odisha,Sambalpur,Sambalpur South,Basavanahalli,21.43228,83.91069,2020-02-21,2021-08-25,2023-01-06,92.4,242,135,1.461,True,5,Disputed,29.24,10807.1,6516.11,1987.41,30.5,39.71,True,3,4,Stayed by Court,True,729,True,11.0,False,22,SIA Completed,99,1,Not Required,Obtained,True,499,True,Ownership / Title,OD-LAO-2024-0281,0.7279,551,Ownership / Title
21-012-024-341332,Airport Expansion - Cuttack Stretch 4,Airport Expansion,Airports Authority of India,Odisha,Cuttack,Cuttack West,Zamania,20.34652,85.83633,2022-06-04,2024-10-15,2026-01-04,17.4,44,24,1.379,True,8,Partial,21.82,1518.67,631.96,63.2,10.0,58.39,True,2,5,Under Hearing,False,210,True,44.6,False,18,R&R Implementation,23,3,Pending,Applied,True,446,True,Legal Dispute,OD-LAO-2021-0890,0.7283,864,Legal Dispute
29-009-016-811799,National Highway - Tumakuru Stretch 7,National Highway,NHAI,Karnataka,Tumakuru,Tumakuru East,Nandgaon,13.37989,77.05472,2020-12-05,2022-04-08,2022-04-11,30.9,68,41,1.327,False,0,Clear,20.1,2484.36,1280.72,762.03,59.5,48.45,True,3,3,Under Hearing,False,68,False,34.0,False,22,R&R Implementation,114,0,Obtained,Not Required,True,3,False,Not Applicable,KA-LAO-2023-0611,0.4666,489,Legal Dispute
33-031-001-173185,Railway Line - Madurai Stretch 1,Railway Line,Indian Railways,Tamil Nadu,Madurai,Madurai North,Rampur,9.83794,78.23844,2020-02-09,2022-02-04,2022-02-04,15.8,35,25,1.582,False,0,Clear,17.64,1114.85,879.64,187.36,21.3,21.1,False,0,2,Filed,False,323,True,89.3,True,24,R&R Implementation,86,0,Pending,Applied,True,0,False,Not Applicable,TN-LAO-2021-0436,0.3515,726,Compensation Disbursal
23-033-015-841738,Railway Line - Gwalior Stretch 7,Railway Line,Indian Railways,Madhya Pradesh,Gwalior,Gwalior East,Madhavgarh,26.22845,78.13178,2020-12-15,2023-02-25,2023-02-25,27.4,72,44,1.606,True,1,Clear,14.81,1623.18,1409.09,166.27,11.8,13.19,False,0,1,Filed,False,56,True,68.4,False,34,Compensation Disbursement,36,1,Obtained,Not Required,True,0,False,Not Applicable,MP-LAO-2024-0467,0.35,802,Compensation Disbursal
21-012-007-712206,Power Transmission - Cuttack Stretch 5,Power Transmission,POWERGRID,Odisha,Cuttack,Cuttack South,Chandrapalli,20.4248,85.93192,2020-04-22,2021-10-26,2021-10-26,65.8,214,117,1.778,True,2,Clear,20.65,5435.08,3852.08,2530.82,65.7,29.13,True,2,1,Under Hearing,False,338,True,31.2,False,49,Compensation Disbursement,57,5,Not Required,Not Required,True,0,False,Not Applicable,OD-LAO-2021-0890,0.4721,552,Rehabilitation (R&R)
22-009-022-705887,Airport Expansion - Durg Stretch 8,Airport Expansion,Airports Authority of India,Chhattisgarh,Durg,Durg West,Veerapuram,21.25846,81.27915,2019-03-31,2021-04-04,2021-04-04,76.7,109,116,1.512,True,2,Clear,31.87,9777.72,4378.49,2355.63,53.8,55.22,True,3,2,Under Hearing,False,167,True,66.4,True,72,Possession Taken,5,1,Applied,Obtained,True,0,False,Not Applicable,CG-LAO-2024-0988,0.4198,735,Compensation Disbursal
23-004-010-095966,Industrial Corridor - Bhopal Stretch 5,Industrial Corridor,State Industrial Corp,Madhya Pradesh,Bhopal,Bhopal South,Mallapuram,23.0956,77.35677,2021-07-20,2023-04-13,2023-04-13,74.2,195,107,1.442,True,2,Clear,52.09,7730.16,5121.13,2355.72,46.0,33.75,True,3,0,None,False,0,False,37.5,False,65,Award Declared,104,2,Applied,Applied,True,0,False,Not Applicable,MP-LAO-2023-0365,0.2778,632,Rehabilitation (R&R)
29-022-009-442523,Industrial Corridor - Belagavi Stretch 4,Industrial Corridor,State Industrial Corp,Karnataka,Belagavi,Belagavi South,Basavanahalli,15.88449,74.49088,2022-11-11,2025-06-11,2025-06-11,20.4,33,29,1.422,True,1,Clear,17.65,1440.24,1141.12,294.41,25.8,20.77,True,2,0,None,False,0,True,19.6,False,4,SIA Completed,274,5,Not Required,Not Required,True,0,False,Not Applicable,KA-LAO-2025-0488,0.3702,943,Rehabilitation (R&R)
21-019-001-138089,Railway Line - Ganjam Stretch 2,Railway Line,Indian Railways,Odisha,Ganjam,Ganjam North,Rampur,19.32247,84.80642,2022-11-04,2024-12-21,2024-12-21,20.6,40,37,1.796,False,0,Clear,15.4,1268.96,1113.0,555.39,49.9,12.29,True,3,0,None,False,0,True,58.9,False,21,Compensation Disbursement,33,3,Not Required,Pending,True,0,False,Not Applicable,OD-LAO-2025-0784,0.2956,778,Administrative Approval
22-018-017-394037,Power Transmission - Korba Stretch 5,Power Transmission,POWERGRID,Chhattisgarh,Korba,Korba East,Peddapalli,22.39243,82.6571,2021-04-12,2022-12-17,2022-12-17,12.5,39,24,1.92,False,0,Clear,6.52,326.0,261.91,102.41,39.1,19.66,True,2,0,None,False,0,True,49.0,True,14,R&R Implementation,197,4,Obtained,Obtained,True,0,False,Not Applicable,CG-LAO-2024-0820,0.3616,614,Compensation Disbursal
27-001-009-036876,State Highway - Mumbai Suburban Stretch 7,State Highway,State PWD,Maharashtra,Mumbai Suburban,Mumbai Suburban South,Basavanahalli,19.22841,72.91021,2021-07-11,2023-10-05,2023-10-05,34.3,56,56,1.633,True,1,Clear,87.98,6035.43,5600.87,3808.59,68.0,7.2,False,0,0,None,False,0,True,9.1,False,3,SIA Completed,68,3,Obtained,Pending,True,0,False,Not Applicable,MH-LAO-2022-0603,0.217,816,Rehabilitation (R&R)
27-013-015-433170,State Highway - Pune Stretch 6,State Highway,State PWD,Maharashtra,Pune,Pune East,Madhavgarh,18.45023,73.93296,2021-08-23,2022-12-07,2023-05-24,71.9,162,91,1.266,True,1,Partial,81.48,11716.82,10035.81,6794.24,67.7,14.35,False,0,3,Under Hearing,False,20,True,48.4,True,66,Award Declared,43,2,Applied,Applied,True,168,True,Legal Dispute,MH-LAO-2023-0454,0.4746,471,Legal Dispute
09-031-011-782923,Industrial Corridor - Varanasi Stretch 7,Industrial Corridor,State Industrial Corp,Uttar Pradesh,Varanasi,Varanasi South,Amrapur,25.33884,82.96605,2020-03-19,2021-07-07,2021-11-05,166.2,378,243,1.462,False,0,Clear,15.08,10025.18,4251.91,3537.59,83.2,57.59,True,3,4,Filed,False,61,True,37.1,True,101,Compensation Disbursement,3,2,Obtained,Obtained,True,121,True,Legal Dispute,UP-LAO-2025-0822,0.4779,475,Legal Dispute
33-014-007-766605,Airport Expansion - Chennai Stretch 3,Airport Expansion,Airports Authority of India,Tamil Nadu,Chennai,Chennai South,Chandrapalli,13.07253,80.18063,2023-11-14,2025-08-20,2025-08-20,13.6,43,25,1.838,True,1,Clear,41.25,1122.0,862.58,636.58,73.8,23.12,True,3,1,Filed,False,312,True,9.7,True,3,R&R Implementation,42,3,Applied,Obtained,True,0,False,Not Applicable,TN-LAO-2021-0562,0.3872,645,Rehabilitation (R&R)
36-003-012-264469,Power Transmission - Hyderabad Stretch 8,Power Transmission,POWERGRID,Telangana,Hyderabad,Hyderabad South,Jaitpur,17.42289,78.45253,2021-10-08,2023-03-16,2023-03-16,17.4,53,30,1.724,False,0,Clear,94.36,3283.73,2268.89,1120.83,49.4,30.91,True,2,1,Filed,False,1148,True,17.1,False,6,SIA Completed,255,2,Pending,Obtained,True,0,False,Not Applicable,TG-LAO-2025-0884,0.4182,524,Rehabilitation (R&R)
33-031-020-687626,Irrigation Canal - Madurai Stretch 4,Irrigation Canal,State Irrigation Dept,Tamil Nadu,Madurai,Madurai West,Tarapur,10.01446,78.0411,2023-04-25,2024-12-11,2024-12-28,55.7,176,95,1.706,True,3,Clear,14.2,3163.76,1995.66,1406.94,70.5,36.92,True,6,2,Under Hearing,False,27,True,41.5,True,64,Compensation Disbursement,65,0,Obtained,Not Required,True,17,False,Not Applicable,TN-LAO-2021-0436,0.426,596,Legal Dispute
27-025-002-922498,Railway Line - Nagpur Stretch 2,Railway Line,Indian Railways,Maharashtra,Nagpur,Nagpur North,Kothapalli,21.22541,79.10178,2020-07-21,2022-10-10,2023-09-15,88.7,137,107,1.206,True,2,Partial,88.97,15783.28,9726.31,1517.3,15.6,38.38,True,4,1,Under Hearing,False,301,False,15.3,True,16,Compensation Disbursement,141,4,Pending,Applied,True,340,True,Administrative Approval,MH-LAO-2025-0718,0.6563,811,Administrative Approval
33-045-004-081690,State Highway - Tiruchirappalli Stretch 4,State Highway,State PWD,Tamil Nadu,Tiruchirappalli,Tiruchirappalli North,Bhimnagar,10.92038,78.70069,2021-06-25,2023-03-02,2023-03-02,127.0,317,179,1.409,True,1,Clear,27.83,14137.64,11086.6,6552.18,59.1,21.58,False,0,1,Stayed by Court,True,9,True,63.0,False,147,Compensation Disbursement,22,2,Obtained,Applied,True,0,False,Not Applicable,TN-LAO-2022-0490,0.3079,615,Legal Dispute
29-018-024-878590,Airport Expansion - Mysuru Stretch 3,Airport Expansion,Airports Authority of India,Karnataka,Mysuru,Mysuru West,Zamania,12.23873,76.58993,2022-04-24,2025-01-12,2025-09-25,43.9,79,67,1.526,True,3,Clear,14.22,2497.03,985.37,212.84,21.6,60.54,True,6,1,Under Hearing,False,506,False,21.3,True,13,Award Declared,133,6,Not Required,Applied,True,256,True,Compensation Disbursal,KA-LAO-2021-0461,0.6229,994,Compensation Disbursal
22-009-004-522374,State Highway - Durg Stretch 3,State Highway,State PWD,Chhattisgarh,Durg,Durg North,Bhimnagar,21.34804,81.23576,2021-08-16,2022-10-28,2023-01-12,11.4,25,18,1.579,False,0,Clear,7.76,353.86,207.49,130.3,62.8,41.36,True,1,2,Under Hearing,False,40,True,28.1,False,6,R&R Implementation,30,2,Applied,Not Required,True,76,True,Compensation Disbursal,CG-LAO-2024-0988,0.4607,438,Compensation Disbursal
